pt,comparator,a_dato_cases,b_dato_without_pt,c_comparator_cases,d_comparator_without_pt,n_dato,n_comparator,ror,ror_ci_lower,ror_ci_upper,prr,chi2_yates,ic,ic025,expected_count,ebgm,eb05,ror_signal,prr_signal,bcpnn_signal,mgps_signal,consensus_signal
Infectious iridocyclitis,active_breast_comparator,1,195,0,6092,196,6092,93.49104859335038,3.79632110944433,2302.3806245840906,92.78680203045685,14.485238896644343,1.4977156156183478,-3.017112306711982,0.031170483460559797,11.140695187212591,2.197037182099199,False,False,False,False,False
Intraocular pressure increased,active_breast_comparator,1,195,0,6092,196,6092,93.49104859335038,3.79632110944433,2302.3806245840906,92.78680203045685,14.485238896644343,1.4977156156183478,-3.017112306711982,0.031170483460559797,11.140695187212591,2.197037182099199,False,False,False,False,False
Procedural shock,active_breast_comparator,1,195,0,6092,196,6092,93.49104859335038,3.79632110944433,2302.3806245840906,92.78680203045685,14.485238896644343,1.4977156156183478,-3.017112306711982,0.031170483460559797,11.140695187212591,2.197037182099199,False,False,False,False,False
Eye pain,active_breast_comparator,1,195,0,6092,196,6092,93.49104859335038,3.79632110944433,2302.3806245840906,92.78680203045685,14.485238896644343,1.4977156156183478,-3.017112306711982,0.031170483460559797,11.140695187212591,2.197037182099199,False,False,False,False,False
Urinary bladder rupture,active_breast_comparator,1,195,0,6092,196,6092,93.49104859335038,3.79632110944433,2302.3806245840906,92.78680203045685,14.485238896644343,1.4977156156183478,-3.017112306711982,0.031170483460559797,11.140695187212591,2.197037182099199,False,False,False,False,False
Abnormal sensation in eye,active_breast_comparator,1,195,0,6092,196,6092,93.49104859335038,3.79632110944433,2302.3806245840906,92.78680203045685,14.485238896644343,1.4977156156183478,-3.017112306711982,0.031170483460559797,11.140695187212591,2.197037182099199,False,False,False,False,False
Laryngopharyngitis,active_breast_comparator,1,195,0,6092,196,6092,93.49104859335038,3.79632110944433,2302.3806245840906,92.78680203045685,14.485238896644343,1.4977156156183478,-3.017112306711982,0.031170483460559797,11.140695187212591,2.197037182099199,False,False,False,False,False
Corneal erosion,active_breast_comparator,1,195,0,6092,196,6092,93.49104859335038,3.79632110944433,2302.3806245840906,92.78680203045685,14.485238896644343,1.4977156156183478,-3.017112306711982,0.031170483460559797,11.140695187212591,2.197037182099199,False,False,False,False,False
Coronavirus test positive,active_breast_comparator,1,195,0,6092,196,6092,93.49104859335038,3.79632110944433,2302.3806245840906,92.78680203045685,14.485238896644343,1.4977156156183478,-3.017112306711982,0.031170483460559797,11.140695187212591,2.197037182099199,False,False,False,False,False
Paraesthesia oral,active_breast_comparator,1,195,0,6092,196,6092,93.49104859335038,3.79632110944433,2302.3806245840906,92.78680203045685,14.485238896644343,1.4977156156183478,-3.017112306711982,0.031170483460559797,11.140695187212591,2.197037182099199,False,False,False,False,False
Respiratory syncytial virus test positive,active_breast_comparator,1,195,0,6092,196,6092,93.49104859335038,3.79632110944433,2302.3806245840906,92.78680203045685,14.485238896644343,1.4977156156183478,-3.017112306711982,0.031170483460559797,11.140695187212591,2.197037182099199,False,False,False,False,False
Duodenal perforation,active_breast_comparator,1,195,0,6092,196,6092,93.49104859335038,3.79632110944433,2302.3806245840906,92.78680203045685,14.485238896644343,1.4977156156183478,-3.017112306711982,0.031170483460559797,11.140695187212591,2.197037182099199,False,False,False,False,False
Carcinoembryonic antigen increased,active_breast_comparator,4,192,2,6090,196,6092,63.4375,11.54874333333697,348.46357652033674,62.16326530612245,60.633036515548596,2.711494906650088,-0.9511754135339023,0.18702290076335878,15.79470389786941,6.697677010671876,True,True,False,True,False
Product prescribing issue,active_breast_comparator,2,194,1,6091,196,6092,62.79381443298969,5.669519962461523,695.4844779015106,62.16326530612245,21.845777099940126,2.07458032629421,-2.0083495297067038,0.09351145038167939,12.825933082840402,3.8659015234270533,False,False,False,False,False
Ocular discomfort,active_breast_comparator,1,195,1,6091,196,6092,31.235897435897435,1.9465224071948928,501.24328649879,31.081632653061224,3.172408127145486,1.4154454435883312,-3.0060110250366314,0.062340966921119595,8.697389498007485,1.7151971033418505,False,False,False,False,False
Ulcerative keratitis,active_breast_comparator,1,195,1,6091,196,6092,31.235897435897435,1.9465224071948928,501.24328649879,31.081632653061224,3.172408127145486,1.4154454435883312,-3.0060110250366314,0.062340966921119595,8.697389498007485,1.7151971033418505,False,False,False,False,False
Psychiatric symptom,active_breast_comparator,1,195,1,6091,196,6092,31.235897435897435,1.9465224071948928,501.24328649879,31.081632653061224,3.172408127145486,1.4154454435883312,-3.0060110250366314,0.062340966921119595,8.697389498007485,1.7151971033418505,False,False,False,False,False
Malignant ascites,active_breast_comparator,1,195,1,6091,196,6092,31.235897435897435,1.9465224071948928,501.24328649879,31.081632653061224,3.172408127145486,1.4154454435883312,-3.0060110250366314,0.062340966921119595,8.697389498007485,1.7151971033418505,False,False,False,False,False
Corneal epitheliopathy,active_breast_comparator,1,195,1,6091,196,6092,31.235897435897435,1.9465224071948928,501.24328649879,31.081632653061224,3.172408127145486,1.4154454435883312,-3.0060110250366314,0.062340966921119595,8.697389498007485,1.7151971033418505,False,False,False,False,False
Faeces soft,active_breast_comparator,1,195,1,6091,196,6092,31.235897435897435,1.9465224071948928,501.24328649879,31.081632653061224,3.172408127145486,1.4154454435883312,-3.0060110250366314,0.062340966921119595,8.697389498007485,1.7151971033418505,False,False,False,False,False
Breast haemorrhage,active_breast_comparator,1,195,1,6091,196,6092,31.235897435897435,1.9465224071948928,501.24328649879,31.081632653061224,3.172408127145486,1.4154454435883312,-3.0060110250366314,0.062340966921119595,8.697389498007485,1.7151971033418505,False,False,False,False,False
Pelvic fracture,active_breast_comparator,1,195,1,6091,196,6092,31.235897435897435,1.9465224071948928,501.24328649879,31.081632653061224,3.172408127145486,1.4154454435883312,-3.0060110250366314,0.062340966921119595,8.697389498007485,1.7151971033418505,False,False,False,False,False
Glossodynia,active_breast_comparator,1,195,1,6091,196,6092,31.235897435897435,1.9465224071948928,501.24328649879,31.081632653061224,3.172408127145486,1.4154454435883312,-3.0060110250366314,0.062340966921119595,8.697389498007485,1.7151971033418505,False,False,False,False,False
Leukoencephalopathy,active_breast_comparator,1,195,1,6091,196,6092,31.235897435897435,1.9465224071948928,501.24328649879,31.081632653061224,3.172408127145486,1.4154454435883312,-3.0060110250366314,0.062340966921119595,8.697389498007485,1.7151971033418505,False,False,False,False,False
Melaena,active_breast_comparator,1,195,1,6091,196,6092,31.235897435897435,1.9465224071948928,501.24328649879,31.081632653061224,3.172408127145486,1.4154454435883312,-3.0060110250366314,0.062340966921119595,8.697389498007485,1.7151971033418505,False,False,False,False,False
Compression fracture,active_breast_comparator,1,195,1,6091,196,6092,31.235897435897435,1.9465224071948928,501.24328649879,31.081632653061224,3.172408127145486,1.4154454435883312,-3.0060110250366314,0.062340966921119595,8.697389498007485,1.7151971033418505,False,False,False,False,False
Discouragement,active_breast_comparator,1,195,1,6091,196,6092,31.235897435897435,1.9465224071948928,501.24328649879,31.081632653061224,3.172408127145486,1.4154454435883312,-3.0060110250366314,0.062340966921119595,8.697389498007485,1.7151971033418505,False,False,False,False,False
Incorrect drug administration rate,active_breast_comparator,1,195,1,6091,196,6092,31.235897435897435,1.9465224071948928,501.24328649879,31.081632653061224,3.172408127145486,1.4154454435883312,-3.0060110250366314,0.062340966921119595,8.697389498007485,1.7151971033418505,False,False,False,False,False
Aphthous ulcer,active_breast_comparator,2,194,3,6089,196,6092,20.924398625429554,3.4763675397570406,125.9448124597544,20.72108843537415,11.975081552438757,1.9304849797778605,-1.9924931487799484,0.15585241730279897,9.43268603305982,2.8431331326686915,False,False,False,False,False
Catheter site infection,active_breast_comparator,2,194,4,6088,196,6092,15.690721649484535,2.8566554112084552,86.18426461784999,15.540816326530612,9.523284377858891,1.863498000095138,-1.9883362554987705,0.18702290076335878,8.3306956976891,2.5109790438553654,False,False,False,False,False
Ocular hyperaemia,active_breast_comparator,2,194,4,6088,196,6092,15.690721649484535,2.8566554112084552,86.18426461784999,15.540816326530612,9.523284377858891,1.863498000095138,-1.9883362554987705,0.18702290076335878,8.3306956976891,2.5109790438553654,False,False,False,False,False
Skin irritation,active_breast_comparator,1,195,2,6090,196,6092,15.615384615384615,1.4099096065407735,172.94742553365154,15.540816326530612,1.8247010805977204,1.3376147321280039,-2.9985732361614943,0.09351145038167939,7.133021132969624,1.4066907303793346,False,False,False,False,False
Cardiac failure congestive,active_breast_comparator,1,195,2,6090,196,6092,15.615384615384615,1.4099096065407735,172.94742553365154,15.540816326530612,1.8247010805977204,1.3376147321280039,-2.9985732361614943,0.09351145038167939,7.133021132969624,1.4066907303793346,False,False,False,False,False
Erythema multiforme,active_breast_comparator,1,195,2,6090,196,6092,15.615384615384615,1.4099096065407735,172.94742553365154,15.540816326530612,1.8247010805977204,1.3376147321280039,-2.9985732361614943,0.09351145038167939,7.133021132969624,1.4066907303793346,False,False,False,False,False
Conjunctivitis,active_breast_comparator,1,195,2,6090,196,6092,15.615384615384615,1.4099096065407735,172.94742553365154,15.540816326530612,1.8247010805977204,1.3376147321280039,-2.9985732361614943,0.09351145038167939,7.133021132969624,1.4066907303793346,False,False,False,False,False
Emotional disorder,active_breast_comparator,1,195,2,6090,196,6092,15.615384615384615,1.4099096065407735,172.94742553365154,15.540816326530612,1.8247010805977204,1.3376147321280039,-2.9985732361614943,0.09351145038167939,7.133021132969624,1.4066907303793346,False,False,False,False,False
Eye pruritus,active_breast_comparator,1,195,2,6090,196,6092,15.615384615384615,1.4099096065407735,172.94742553365154,15.540816326530612,1.8247010805977204,1.3376147321280039,-2.9985732361614943,0.09351145038167939,7.133021132969624,1.4066907303793346,False,False,False,False,False
Oral discomfort,active_breast_comparator,1,195,2,6090,196,6092,15.615384615384615,1.4099096065407735,172.94742553365154,15.540816326530612,1.8247010805977204,1.3376147321280039,-2.9985732361614943,0.09351145038167939,7.133021132969624,1.4066907303793346,False,False,False,False,False
Keratitis,active_breast_comparator,3,193,7,6085,196,6092,13.512213175425611,3.4677117736800445,52.65140727205995,13.32069970845481,15.882253494135494,2.108327810551341,-1.3752220673233686,0.31170483460559795,8.217720790557044,3.0584958615467754,True,True,False,True,False
Malignant pleural effusion,active_breast_comparator,2,194,5,6087,196,6092,12.550515463917526,2.4198116160986443,65.09409135905722,12.432653061224489,7.781078866439598,1.799483826372968,-1.9862142528137354,0.21819338422391857,7.4592549600050555,2.248315574957625,False,False,False,False,False
Lung opacity,active_breast_comparator,2,194,5,6087,196,6092,12.550515463917526,2.4198116160986443,65.09409135905722,12.432653061224489,7.781078866439598,1.799483826372968,-1.9862142528137354,0.21819338422391857,7.4592549600050555,2.248315574957625,False,False,False,False,False
Tumour marker increased,active_breast_comparator,3,193,9,6083,196,6092,10.506044905008636,2.8220099553740483,39.112895167454425,10.360544217687075,12.49583436256507,2.0015741354981103,-1.3796281649494064,0.37404580152671757,7.088888278589826,2.6383636066034732,True,True,False,True,False
Candida infection,active_breast_comparator,2,194,6,6086,196,6092,10.457044673539519,2.0971330481741703,52.14251112947011,10.360544217687075,6.482371939119045,1.738189773315508,-1.9858422343884385,0.24936386768447838,6.752864798266859,2.0354004767141203,False,False,False,False,False
Wheezing,active_breast_comparator,1,195,3,6089,196,6092,10.408547008547009,1.077805439657955,100.51707557118495,10.360544217687075,1.16687518797603,1.2637687886650697,-2.9941999667005765,0.12468193384223919,6.045617516894367,1.19224574859681,False,False,False,False,False
Jaundice cholestatic,active_breast_comparator,1,195,3,6089,196,6092,10.408547008547009,1.077805439657955,100.51707557118495,10.360544217687075,1.16687518797603,1.2637687886650697,-2.9941999667005765,0.12468193384223919,6.045617516894367,1.19224574859681,False,False,False,False,False
Swelling,active_breast_comparator,1,195,3,6089,196,6092,10.408547008547009,1.077805439657955,100.51707557118495,10.360544217687075,1.16687518797603,1.2637687886650697,-2.9941999667005765,0.12468193384223919,6.045617516894367,1.19224574859681,False,False,False,False,False
Coronavirus infection,active_breast_comparator,1,195,3,6089,196,6092,10.408547008547009,1.077805439657955,100.51707557118495,10.360544217687075,1.16687518797603,1.2637687886650697,-2.9941999667005765,0.12468193384223919,6.045617516894367,1.19224574859681,False,False,False,False,False
Skin disorder,active_breast_comparator,1,195,3,6089,196,6092,10.408547008547009,1.077805439657955,100.51707557118495,10.360544217687075,1.16687518797603,1.2637687886650697,-2.9941999667005765,0.12468193384223919,6.045617516894367,1.19224574859681,False,False,False,False,False
Osteomyelitis,active_breast_comparator,1,195,3,6089,196,6092,10.408547008547009,1.077805439657955,100.51707557118495,10.360544217687075,1.16687518797603,1.2637687886650697,-2.9941999667005765,0.12468193384223919,6.045617516894367,1.19224574859681,False,False,False,False,False
Hypoacusis,active_breast_comparator,1,195,3,6089,196,6092,10.408547008547009,1.077805439657955,100.51707557118495,10.360544217687075,1.16687518797603,1.2637687886650697,-2.9941999667005765,0.12468193384223919,6.045617516894367,1.19224574859681,False,False,False,False,False
Cerebral haemorrhage,active_breast_comparator,2,194,7,6085,196,6092,8.961708394698086,1.849613902059955,43.42107142585635,8.880466472303207,5.4793341096782955,1.6793940634830637,-1.9869809990111358,0.28053435114503816,6.168690837002969,1.85932291633624,False,False,False,False,False
Osteonecrosis of jaw,active_breast_comparator,3,193,11,6081,196,6092,8.593028732925106,2.378116674298695,31.049840238243075,8.476808905380334,10.094985296069593,1.9021784682591978,-1.387728783909714,0.43638676844783714,6.232725872666955,2.319714525907519,True,True,False,True,False
Underdose,active_breast_comparator,4,192,15,6077,196,6092,8.440277777777778,2.7752589296845755,25.66906035472014,8.28843537414966,14.780431786363817,2.0426361796987846,-0.9735513904711857,0.5922391857506362,6.270854815698436,2.6591293137207814,True,True,False,True,False
Cerebrovascular accident,active_breast_comparator,1,195,4,6088,196,6092,7.805128205128205,0.86831581689911,70.15883519897481,7.770408163265306,0.7850078792092777,1.1935193856116542,-2.99240551630165,0.15585241730279897,5.245898943952906,1.034534635381504,False,False,False,False,False
Migraine,active_breast_comparator,1,195,4,6088,196,6092,7.805128205128205,0.86831581689911,70.15883519897481,7.770408163265306,0.7850078792092777,1.1935193856116542,-2.99240551630165,0.15585241730279897,5.245898943952906,1.034534635381504,False,False,False,False,False
Anuria,active_breast_comparator,1,195,4,6088,196,6092,7.805128205128205,0.86831581689911,70.15883519897481,7.770408163265306,0.7850078792092777,1.1935193856116542,-2.99240551630165,0.15585241730279897,5.245898943952906,1.034534635381504,False,False,False,False,False
Pain of skin,active_breast_comparator,1,195,4,6088,196,6092,7.805128205128205,0.86831581689911,70.15883519897481,7.770408163265306,0.7850078792092777,1.1935193856116542,-2.99240551630165,0.15585241730279897,5.245898943952906,1.034534635381504,False,False,False,False,False
Intestinal perforation,active_breast_comparator,1,195,4,6088,196,6092,7.805128205128205,0.86831581689911,70.15883519897481,7.770408163265306,0.7850078792092777,1.1935193856116542,-2.99240551630165,0.15585241730279897,5.245898943952906,1.034534635381504,False,False,False,False,False
Oral pain,active_breast_comparator,2,194,9,6083,196,6092,6.967926689576174,1.4955015535183571,32.465364035953854,6.90702947845805,4.037728692393653,1.5685369528080448,-1.9930128939247593,0.3428753180661578,5.258833043989989,1.5850800518684103,False,False,False,False,False
Blister,active_breast_comparator,2,194,9,6083,196,6092,6.967926689576174,1.4955015535183571,32.465364035953854,6.90702947845805,4.037728692393653,1.5685369528080448,-1.9930128939247593,0.3428753180661578,5.258833043989989,1.5850800518684103,False,False,False,False,False
Pneumonia aspiration,active_breast_comparator,1,195,5,6087,196,6092,6.243076923076923,0.7259103245852586,53.69259555541405,6.216326530612244,0.5411249675223362,1.1265324059289317,-2.9927924198018143,0.18702290076335878,4.633037462471759,0.9136732851996966,False,False,False,False,False
Performance status decreased,active_breast_comparator,1,195,5,6087,196,6092,6.243076923076923,0.7259103245852586,53.69259555541405,6.216326530612244,0.5411249675223362,1.1265324059289317,-2.9927924198018143,0.18702290076335878,4.633037462471759,0.9136732851996966,False,False,False,False,False
Disseminated intravascular coagulation,active_breast_comparator,1,195,5,6087,196,6092,6.243076923076923,0.7259103245852586,53.69259555541405,6.216326530612244,0.5411249675223362,1.1265324059289317,-2.9927924198018143,0.18702290076335878,4.633037462471759,0.9136732851996966,False,False,False,False,False
Lip swelling,active_breast_comparator,1,195,5,6087,196,6092,6.243076923076923,0.7259103245852586,53.69259555541405,6.216326530612244,0.5411249675223362,1.1265324059289317,-2.9927924198018143,0.18702290076335878,4.633037462471759,0.9136732851996966,False,False,False,False,False
Oral candidiasis,active_breast_comparator,1,195,5,6087,196,6092,6.243076923076923,0.7259103245852586,53.69259555541405,6.216326530612244,0.5411249675223362,1.1265324059289317,-2.9927924198018143,0.18702290076335878,4.633037462471759,0.9136732851996966,False,False,False,False,False
Meningitis,active_breast_comparator,1,195,5,6087,196,6092,6.243076923076923,0.7259103245852586,53.69259555541405,6.216326530612244,0.5411249675223362,1.1265324059289317,-2.9927924198018143,0.18702290076335878,4.633037462471759,0.9136732851996966,False,False,False,False,False
Lacrimation increased,active_breast_comparator,2,194,12,6080,196,6092,5.223367697594502,1.1610886323941203,23.49826649152184,5.180272108843537,2.6817392342200774,1.416751641088956,-2.0092217921551345,0.43638676844783714,4.306127561618186,1.2979223416347612,False,False,False,False,False
Inflammation,active_breast_comparator,2,194,12,6080,196,6092,5.223367697594502,1.1610886323941203,23.49826649152184,5.180272108843537,2.6817392342200774,1.416751641088956,-2.0092217921551345,0.43638676844783714,4.306127561618186,1.2979223416347612,False,False,False,False,False
Dysarthria,active_breast_comparator,1,195,6,6086,196,6092,5.201709401709402,0.6232228340071787,43.41590073947822,5.180272108843537,0.3760946613697283,1.062518232206762,-2.995032732854905,0.21819338422391857,4.148393954831194,0.8180975793342794,False,False,False,False,False
Inappropriate antidiuretic hormone secretion,active_breast_comparator,1,195,6,6086,196,6092,5.201709401709402,0.6232228340071787,43.41590073947822,5.180272108843537,0.3760946613697283,1.062518232206762,-2.995032732854905,0.21819338422391857,4.148393954831194,0.8180975793342794,False,False,False,False,False
Amnesia,active_breast_comparator,1,195,7,6085,196,6092,4.457875457875458,0.545800397960804,36.410111960664885,4.440233236151603,0.2603510674190341,1.001224179149302,-2.9988538553043336,0.24936386768447838,3.7555417608226684,0.7406238792821795,False,False,False,False,False
Therapeutic response unexpected,active_breast_comparator,1,195,7,6085,196,6092,4.457875457875458,0.545800397960804,36.410111960664885,4.440233236151603,0.2603510674190341,1.001224179149302,-2.9988538553043336,0.24936386768447838,3.7555417608226684,0.7406238792821795,False,False,False,False,False
Somnolence,active_breast_comparator,2,194,15,6077,196,6092,4.1766323024054985,0.9485338659020086,18.39075863981771,4.14421768707483,1.8381058399644614,1.279426326843403,-2.031462086543,0.5298982188295165,3.645667786904552,1.0988512539613267,False,False,False,False,False
Infusion related reaction,active_breast_comparator,8,188,64,6028,196,6092,4.007978723404255,1.8947557306261045,8.478081468555866,3.885204081632653,12.851192491791737,1.631037882348492,-0.332200668901955,2.2442748091603053,3.5323578011954515,1.9286271930843788,True,True,False,False,False
Infusion related hypersensitivity reaction,active_breast_comparator,1,195,8,6084,196,6092,3.9,0.4853904154789066,31.335600199260575,3.885204081632653,0.1774686915453662,0.9424284693168575,-3.004027660705915,0.28053435114503816,3.4306589484680052,0.6765543031405188,False,False,False,False,False
Dysphonia,active_breast_comparator,1,195,9,6083,196,6092,3.466096866096866,0.4369628934087598,27.49393064350685,3.453514739229025,0.11759223922915898,0.8859353892148933,-3.010362068163916,0.31170483460559795,3.15751038085704,0.6226871477077727,False,False,False,False,False
Metastases to pleura,active_breast_comparator,1,195,9,6083,196,6092,3.466096866096866,0.4369628934087598,27.49393064350685,3.453514739229025,0.11759223922915898,0.8859353892148933,-3.010362068163916,0.31170483460559795,3.15751038085704,0.6226871477077727,False,False,False,False,False
Posterior reversible encephalopathy syndrome,active_breast_comparator,1,195,9,6083,196,6092,3.466096866096866,0.4369628934087598,27.49393064350685,3.453514739229025,0.11759223922915898,0.8859353892148933,-3.010362068163916,0.31170483460559795,3.15751038085704,0.6226871477077727,False,False,False,False,False
Dry skin,active_breast_comparator,2,194,20,6072,196,6092,3.129896907216495,0.7264489597474724,13.485124478956847,3.108163265306122,1.0014365028433054,1.0761274524916886,-2.0768937952243025,0.6857506361323156,2.9034619441514606,0.8751408478907994,False,False,False,False,False
Oedema peripheral,active_breast_comparator,2,194,20,6072,196,6092,3.129896907216495,0.7264489597474724,13.485124478956847,3.108163265306122,1.0014365028433054,1.0761274524916886,-2.0768937952243025,0.6857506361323156,2.9034619441514606,0.8751408478907994,False,False,False,False,False
Therapy cessation,active_breast_comparator,1,195,10,6082,196,6092,3.118974358974359,0.39728531270173184,24.48618345788927,3.108163265306122,0.07445016119152892,0.8315713586418386,-3.017694441231876,0.3428753180661578,2.9246501595837415,0.5767651872042211,False,False,False,False,False
Pruritus,active_breast_comparator,5,191,52,6040,196,6092,3.040676600886025,1.2009719263893017,7.698526491766422,2.98861852433281,4.347848456385512,1.2724762924795197,-0.9559221706578811,1.7767175572519085,2.8075944445352583,1.3032760121472708,True,True,False,False,False
Hepatic enzyme increased,active_breast_comparator,2,194,22,6070,196,6092,2.8444236176194937,0.664156950326032,12.181978540614312,2.825602968460111,0.7830482295936463,1.00220427092673,-2.096944849754135,0.7480916030534351,2.684825137883447,0.8092408968330822,False,False,False,False,False
Therapy non-responder,active_breast_comparator,1,195,11,6081,196,6092,2.834965034965035,0.36418853092898634,22.068313708213545,2.825602968460111,0.043861426211956746,0.7791817141616625,-3.0258863694982407,0.37404580152671757,2.723776932662847,0.5371513263977595,False,False,False,False,False
Bacteraemia,active_breast_comparator,1,195,11,6081,196,6092,2.834965034965035,0.36418853092898634,22.068313708213545,2.825602968460111,0.043861426211956746,0.7791817141616625,-3.0258863694982407,0.37404580152671757,2.723776932662847,0.5371513263977595,False,False,False,False,False
Pulmonary toxicity,active_breast_comparator,2,194,23,6069,196,6092,2.7203047960555806,0.6368371495871479,11.620016495960295,2.7027506654835847,0.6908025770171211,0.9666162308406171,-2.1072456330422416,0.7792620865139949,2.587406553408179,0.7798776800050677,False,False,False,False,False
Breast pain,active_breast_comparator,1,195,12,6080,196,6092,2.5982905982905984,0.3361639869782249,20.082799748572175,2.5901360544217686,0.022931475722424273,0.7286280564532803,-3.034819507736784,0.40521628498727735,2.548723415469824,0.502629325780441,False,False,False,False,False
Feeding disorder,active_breast_comparator,1,195,12,6080,196,6092,2.5982905982905984,0.3361639869782249,20.082799748572175,2.5901360544217686,0.022931475722424273,0.7286280564532803,-3.034819507736784,0.40521628498727735,2.548723415469824,0.502629325780441,False,False,False,False,False
Hypocalcaemia,active_breast_comparator,1,195,12,6080,196,6092,2.5982905982905984,0.3361639869782249,20.082799748572175,2.5901360544217686,0.022931475722424273,0.7286280564532803,-3.034819507736784,0.40521628498727735,2.548723415469824,0.502629325780441,False,False,False,False,False
Malaise,active_breast_comparator,7,189,91,6001,196,6092,2.4424094424094425,1.1170514532604348,5.340276732069215,2.390894819466248,4.0743387677285785,1.077159792457662,-0.7436797504933104,3.05470737913486,2.3002487328561316,1.203722720166948,True,True,False,False,False
